#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -16.57  -18.32  -18.92  -18.76  -17.41  -16.84  -15.99  -15.70  -15.69  -14.93  -15.36  -15.15  -15.74  -15.90  -15.44  -15.58  -16.01  -16.14  -15.71  -15.32  -14.62  -14.67  -15.39  -16.98
    2.00   -5.12   -7.07   -9.75  -11.42  -12.24  -13.30  -13.83  -14.50  -14.80  -15.14  -16.09  -15.43  -15.26  -15.18  -13.68  -12.63  -12.09  -11.33  -10.75   -9.79   -9.46   -9.45   -9.56  -10.61
    3.00   -7.29   -8.04   -9.95  -13.60  -14.73  -14.89  -15.74  -16.32  -17.81  -17.80  -17.41  -17.54  -18.01  -17.88  -17.20  -16.18  -15.94  -16.87  -18.85  -19.30  -17.54  -17.63  -15.12  -14.29
   10.00  -55.08  -54.88  -55.21  -55.01  -54.21  -53.84  -53.76  -53.42  -53.00  -53.28  -52.95  -52.30  -51.69  -51.46  -51.78  -52.24  -53.02  -53.77  -52.90  -52.09  -52.74  -52.49  -51.79  -52.32
   20.00  -59.96  -59.86  -59.92  -59.56  -59.35  -59.11  -59.04  -59.12  -59.44  -59.25  -59.35  -59.40  -59.29  -59.29  -59.49  -59.77  -59.80  -59.63  -59.98  -59.27  -58.71  -58.76  -58.75  -58.86
   30.00  -61.45  -61.00  -60.60  -60.47  -60.26  -60.59  -61.12  -61.43  -61.24  -61.05  -60.52  -60.70  -59.85  -58.91  -58.45  -58.38  -58.97  -59.36  -60.24  -60.37  -59.92  -59.74  -59.93  -60.16
   50.00  -61.95  -62.34  -62.43  -62.57  -62.43  -61.95  -61.24  -61.35  -61.84  -62.60  -62.66  -62.87  -63.13  -63.24  -63.31  -62.96  -62.65  -62.16  -61.78  -61.81  -61.65  -62.02  -63.33  -64.00
   70.00  -60.62  -61.09  -61.84  -62.09  -62.57  -63.40  -63.80  -63.83  -63.55  -63.54  -63.87  -64.00  -64.58  -65.10  -65.73  -66.15  -66.16  -66.09  -65.70  -65.83  -65.92  -65.42  -64.56  -64.43
  100.00  -59.55  -59.55  -59.90  -60.32  -60.45  -60.58  -61.32  -61.97  -62.14  -61.87  -61.94  -62.32  -62.71  -63.57  -64.24  -64.71  -64.88  -64.85  -64.76  -64.70  -65.14  -65.63  -65.80  -65.63
  125.00  -60.43  -61.17  -61.62  -61.73  -62.25  -62.51  -62.08  -62.22  -62.62  -62.37  -61.97  -62.39  -61.99  -61.86  -61.94  -62.22  -62.45  -62.45  -62.83  -62.82  -62.97  -63.52  -63.98  -64.02
