#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -15.98  -16.08  -15.13  -16.31  -11.26  -13.31  -15.48  -14.15  -16.31  -16.22  -15.05  -16.24  -13.59  -11.84  -12.29  -10.74   -9.66  -10.98  -12.95  -12.55  -12.08  -11.55  -10.84  -11.18
    2.00  -12.04  -13.78  -14.18  -15.14  -20.92  -19.10  -19.20  -21.49  -18.70  -17.67  -20.07  -18.51  -19.15  -16.17  -14.36  -15.44  -15.54  -14.22  -13.05  -13.54  -14.41  -17.03  -18.65  -17.73
    3.00  -24.70  -23.89  -23.39  -19.57  -22.09  -24.58  -22.65  -25.12  -26.30  -23.35  -23.15  -23.36  -23.92  -25.40  -24.08  -22.48  -22.30  -22.23  -22.46  -23.33  -21.87  -19.85  -21.10  -23.52
   10.00  -42.09  -42.57  -43.40  -43.47  -42.30  -40.55  -41.39  -43.24  -41.43  -41.54  -43.30  -43.75  -42.94  -41.92  -40.79  -40.07  -40.45  -40.25  -40.23  -41.29  -42.29  -42.42  -43.87  -43.79
   20.00  -49.41  -49.32  -50.60  -50.88  -50.21  -49.56  -49.13  -47.63  -48.86  -48.61  -47.39  -47.73  -49.25  -50.63  -51.28  -50.77  -50.06  -48.70  -47.59  -48.13  -49.11  -49.93  -50.06  -49.96
   30.00  -52.95  -52.85  -52.18  -52.58  -52.72  -53.07  -53.80  -53.57  -52.42  -52.77  -53.81  -53.39  -52.17  -52.06  -52.88  -53.19  -52.60  -52.53  -52.49  -52.47  -52.72  -53.27  -53.50  -53.66
   50.00  -56.64  -57.21  -57.90  -57.95  -58.04  -58.36  -57.88  -57.49  -57.26  -56.44  -55.50  -55.49  -56.29  -56.89  -57.26  -57.90  -58.56  -59.07  -59.38  -59.32  -58.34  -56.98  -56.48  -56.60
   70.00  -58.33  -58.49  -58.71  -58.72  -58.20  -57.62  -57.26  -57.11  -57.41  -58.04  -59.03  -59.40  -59.54  -59.37  -58.79  -58.32  -58.28  -58.26  -58.08  -58.05  -58.21  -58.48  -58.96  -59.54
  100.00  -57.49  -58.07  -58.18  -58.39  -58.54  -58.76  -59.33  -59.64  -59.37  -59.19  -59.23  -59.52  -59.93  -60.30  -60.46  -60.57  -60.71  -60.95  -61.52  -62.04  -62.36  -62.63  -62.58  -62.13
  125.00  -56.92  -57.37  -58.04  -58.72  -59.23  -59.54  -59.71  -60.04  -60.56  -60.75  -60.71  -60.33  -60.38  -60.86  -61.29  -61.53  -61.82  -62.13  -62.46  -62.79  -63.03  -63.25  -63.23  -63.29
  150.00  -54.92  -54.94  -55.30  -55.81  -56.52  -57.32  -58.02  -58.49  -58.96  -59.15  -59.12  -59.28  -59.23  -59.08  -58.84  -58.50  -58.21  -58.00  -57.79  -57.77  -57.71  -57.65  -57.83  -58.16
  175.00  -51.02  -50.97  -51.18  -51.72  -52.72  -53.40  -53.80  -54.36  -55.03  -55.45  -55.33  -55.19  -55.18  -55.22  -55.17  -54.97  -54.80  -54.84  -54.79  -54.92  -55.45  -55.88  -55.83  -56.03
  200.00  -46.90  -47.35  -47.74  -48.29  -49.41  -50.90  -51.84  -52.17  -52.49  -52.82  -53.19  -53.31  -53.34  -53.60  -54.08  -54.57  -54.99  -55.27  -55.58  -55.81  -55.66  -55.39  -55.14  -55.59
  225.00  -43.52  -44.23  -45.68  -47.85  -49.14  -49.38  -50.03  -51.02  -51.99  -52.40  -53.02  -53.16  -52.93  -52.90  -53.15  -53.38  -53.68  -53.91  -53.89  -53.83  -53.87  -53.63  -53.47  -53.88
  250.00  -40.99  -42.71  -45.03  -46.65  -47.43  -48.26  -48.86  -49.15  -49.47  -49.72  -49.91  -49.81  -49.74  -49.76  -49.69  -49.53  -49.42  -49.44  -49.50  -49.50  -49.52  -49.68  -49.89  -50.16
  300.00  -39.59  -41.60  -43.67  -43.96  -42.79  -41.95  -41.35  -40.78  -40.39  -40.18  -40.17  -40.18  -40.19  -40.20  -40.27  -40.37  -40.17  -39.69  -39.35  -39.22  -39.20  -39.30  -39.42  -39.27
  350.00  -36.23  -35.89  -35.76  -35.35  -34.72  -33.47  -32.58  -32.21  -31.82  -31.35  -31.24  -31.20  -31.32  -31.45  -31.60  -31.75  -31.75  -31.62  -31.37  -31.02  -30.66  -30.44  -30.51  -30.47
  400.00  -31.50  -28.63  -27.61  -26.89  -26.21  -26.05  -25.59  -24.81  -24.23  -23.80  -23.73  -23.75  -23.87  -24.10  -24.30  -24.36  -24.28  -24.12  -23.95  -23.78  -23.52  -23.22  -23.14  -22.96
  450.00  -26.55  -24.74  -21.14  -20.15  -19.57  -19.93  -19.80  -18.86  -18.01  -17.67  -17.86  -17.90  -17.77  -17.67  -17.50  -17.25  -17.07  -17.01  -17.08  -17.22  -17.28  -17.17  -17.27  -17.03
  500.00  -20.18  -19.42  -17.17  -14.34  -14.07  -14.45  -14.54  -14.12  -13.39  -12.94  -12.92  -12.89  -12.62  -12.32  -11.98  -11.75  -11.63  -11.59  -11.59  -11.61  -11.59  -11.48  -11.60  -11.60
  550.00  -14.78  -13.99  -12.73  -11.01  -10.28  -10.10   -9.91   -9.72   -9.49   -9.18   -8.95   -8.94   -8.75   -8.42   -7.99   -7.69   -7.56   -7.45   -7.36   -7.28   -7.17   -6.95   -6.79   -6.77
  600.00  -10.09   -9.31   -8.26   -7.50   -7.37   -6.88   -6.10   -5.58   -5.58   -5.69   -5.77   -5.61   -5.21   -4.71   -4.29   -3.99   -3.91   -3.88   -3.80   -3.63   -3.44   -3.24   -2.96   -2.86
  650.00   -6.00   -5.39   -4.66   -4.44   -4.49   -3.60   -2.56   -2.12   -2.24   -2.51   -2.67   -2.39   -1.94   -1.35   -0.86   -0.56   -0.67   -0.74   -0.67   -0.39   -0.08    0.14    0.42    0.59
  700.00   -2.15   -2.00   -1.88   -2.12   -1.99   -0.76    0.05    0.07   -0.16   -0.25    0.10    0.54    0.76    1.14    1.34   -0.09    0.27    0.26    1.04    1.70    2.21    2.44    2.96    3.22
  750.00    1.61    1.61    1.39    0.94    1.20    2.32    2.78    2.51    2.18    2.22    2.70    3.03    3.25    2.63    1.91    2.50    2.83    3.12    3.27    3.43    3.52    3.58    4.00    4.39
  775.00    3.34    3.25    2.99    2.61    2.94    4.00    4.40    4.05    3.69    3.74    4.05    4.44    3.88    3.33    3.96    4.94    5.35    5.62    5.66    5.62    5.50    5.36    5.25    5.37
  800.00    5.07    4.92    4.64    4.35    4.74    5.69    5.91    5.55    5.27    5.32    5.28    5.62    4.71    5.56    6.54    7.50    7.95    8.16    8.10    7.99    7.84    7.66    7.46    7.30
  825.00    6.98    6.77    6.44    6.15    6.51    7.30    7.41    7.06    6.83    6.99    6.79    6.06    7.00    8.01    9.03   10.01   10.47   10.67   10.58   10.42   10.24   10.02    9.87    9.68
  850.00    8.93    8.51    8.08    7.73    8.02    8.77    8.82    8.44    8.17    8.39    7.34    8.29    9.42   10.42   11.44   12.40   12.88   13.08   12.98   12.78   12.58   12.37   12.13   11.79
  875.00   10.77   10.37    9.90    9.32    9.20    9.83    9.59    9.27    9.14    8.76    9.41   10.64   11.77   12.80   13.86   14.81   15.28   15.47   15.38   15.18   14.97   14.74   14.07   13.67
  900.00   12.92   12.56   12.12   11.47   10.73   10.38   10.24   10.18   10.11   10.76   11.69   12.95   14.13   15.18   16.27   17.22   17.67   17.81   17.69   17.53   17.35   17.08   15.79   15.39
  925.00   14.73   14.39   13.89   13.16   12.46   12.05   11.72   11.56   11.98   13.28   14.29   15.61   16.82   17.87   18.96   19.86   20.26   20.32   20.02   19.62   19.31   18.92   17.29   16.72
