#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -9.38   -8.14   -8.55   -9.28  -12.45  -14.43  -15.33  -15.66  -15.52  -14.89  -13.60  -13.64  -12.85  -12.88  -11.20  -10.05  -10.07  -11.21  -11.19  -11.60  -12.39  -11.33  -13.69  -13.56
    2.00  -15.40  -15.30  -15.24  -14.58  -13.88  -13.79  -15.03  -16.48  -16.57  -15.80  -14.19  -12.78  -12.97  -13.53  -14.77  -14.18  -13.57  -13.97  -14.67  -13.62  -12.39  -11.27  -10.22  -11.06
    3.00  -22.63  -23.52  -25.65  -25.94  -26.24  -26.51  -27.72  -27.11  -26.87  -26.60  -25.71  -24.36  -22.03  -21.57  -22.84  -24.30  -24.22  -23.53  -24.87  -26.19  -25.77  -26.47  -24.22  -22.41
   10.00  -50.15  -50.50  -51.09  -51.50  -52.39  -52.01  -50.62  -49.94  -49.23  -49.01  -49.52  -50.11  -50.88  -51.72  -51.44  -50.67  -49.90  -48.87  -48.87  -48.95  -48.68  -48.92  -50.43  -51.79
   20.00  -51.28  -51.70  -52.35  -53.17  -53.86  -54.29  -54.28  -53.80  -53.07  -52.78  -52.60  -52.51  -52.49  -52.15  -52.17  -52.34  -52.77  -52.73  -52.27  -52.53  -53.10  -53.63  -53.11  -52.53
   30.00  -57.91  -57.62  -57.49  -57.04  -56.11  -55.43  -55.44  -55.56  -55.26  -54.85  -54.49  -54.81  -55.64  -56.47  -56.73  -56.85  -56.86  -57.13  -56.68  -55.89  -55.77  -55.35  -55.06  -54.92
   50.00  -60.47  -59.79  -59.51  -59.54  -59.81  -59.82  -59.80  -59.92  -60.18  -60.31  -59.99  -59.79  -59.31  -59.75  -60.39  -60.21  -60.17  -60.12  -60.59  -61.05  -61.17  -61.10  -60.35  -60.25
   70.00  -60.27  -60.64  -61.02  -61.28  -61.52  -61.78  -61.85  -61.79  -61.74  -61.79  -61.58  -61.82  -61.68  -61.38  -61.69  -61.73  -61.62  -61.28  -60.89  -60.71  -60.67  -60.98  -61.66  -61.79
  100.00  -60.86  -61.10  -61.29  -61.20  -60.98  -60.84  -60.85  -60.90  -60.90  -61.06  -62.09  -62.50  -62.92  -62.93  -62.59  -62.98  -63.05  -63.28  -63.15  -62.96  -62.88  -62.81  -62.35  -62.13
  125.00  -59.73  -59.66  -59.49  -59.49  -59.94  -60.36  -60.26  -59.97  -59.56  -59.35  -59.09  -59.25  -59.17  -59.22  -59.02  -59.19  -59.45  -59.69  -59.89  -59.87  -60.00  -60.35  -60.61  -59.95
