#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -12.51  -12.57  -13.61  -14.27  -12.65  -11.92  -11.92  -12.59  -13.30  -12.90  -12.58  -11.91  -11.75  -12.37  -12.85  -11.59   -9.86   -8.82   -9.91  -10.79  -11.61  -11.12  -12.19  -12.55
    2.00   -7.81   -9.98  -10.02  -10.93  -12.62  -12.27  -11.63  -11.38  -10.96  -10.11   -9.29   -9.50   -9.54   -6.58   -5.18   -6.17   -8.43   -9.07   -9.10   -7.96   -6.84   -6.48   -7.23   -7.93
    3.00  -11.46  -11.85  -13.77  -14.35  -16.22  -17.68  -17.88  -16.75  -16.59  -17.11  -16.78  -16.15  -16.72  -16.87  -14.78  -12.13  -11.46  -13.35  -15.72  -18.69  -18.92  -16.46  -14.49  -13.76
   10.00  -40.63  -40.58  -40.60  -40.56  -40.13  -38.75  -38.54  -39.56  -40.39  -41.07  -41.22  -41.52  -41.29  -40.44  -39.98  -39.94  -39.98  -39.88  -39.61  -40.41  -39.73  -39.13  -39.40  -39.52
   20.00  -49.77  -48.93  -48.69  -48.71  -48.23  -47.93  -47.76  -46.95  -46.84  -47.74  -48.93  -49.15  -49.00  -48.80  -49.09  -48.65  -48.28  -47.06  -46.38  -46.29  -46.91  -48.02  -47.88  -47.66
   30.00  -51.56  -52.09  -52.37  -52.16  -52.25  -52.20  -52.51  -53.11  -52.69  -51.28  -50.30  -50.75  -51.68  -51.79  -52.51  -52.95  -52.03  -51.37  -51.52  -51.10  -50.87  -50.83  -51.65  -52.13
   50.00  -56.70  -56.95  -56.87  -56.66  -56.36  -56.45  -56.20  -55.28  -54.79  -54.96  -55.71  -55.68  -55.60  -56.03  -56.24  -56.50  -56.86  -56.82  -56.07  -55.47  -55.01  -54.99  -55.88  -56.47
   70.00  -58.14  -58.02  -58.14  -58.52  -58.72  -58.05  -57.96  -58.11  -58.06  -58.18  -58.24  -58.19  -57.89  -57.82  -57.63  -57.09  -57.18  -57.48  -58.07  -58.42  -58.57  -59.21  -58.61  -57.91
  100.00  -57.80  -57.92  -57.82  -57.27  -57.03  -57.08  -57.03  -57.43  -57.86  -57.80  -57.14  -56.80  -56.88  -57.33  -57.60  -57.75  -57.60  -57.71  -57.66  -57.57  -56.88  -56.15  -56.54  -56.54
  125.00  -55.98  -56.44  -56.93  -57.00  -56.55  -56.32  -56.15  -56.08  -56.20  -56.18  -56.24  -56.00  -55.47  -55.26  -55.27  -55.49  -55.42  -55.55  -55.63  -55.78  -55.72  -54.92  -55.00  -54.96
  150.00  -52.99  -53.15  -53.64  -54.27  -54.46  -54.31  -54.02  -53.65  -53.63  -53.87  -53.73  -53.91  -53.87  -53.98  -54.22  -54.05  -53.60  -53.33  -53.13  -53.16  -53.60  -52.95  -52.31  -52.36
  175.00  -52.79  -52.49  -52.37  -52.70  -53.23  -53.57  -53.71  -53.42  -53.09  -53.22  -53.09  -53.48  -53.64  -53.96  -54.58  -54.69  -54.59  -54.58  -54.78  -54.44  -55.43  -55.76  -53.26  -52.48
