#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -25.08  -25.30  -24.80  -24.72  -25.19  -25.56  -25.04  -23.60  -22.39  -22.19  -21.23  -20.50  -18.86  -17.73  -17.09  -15.91  -14.56  -14.20  -15.28  -16.53  -17.62  -18.88  -19.34  -20.05
    2.00    0.31   -0.84    0.79    2.04    2.34    1.05   -0.19   -0.59   -0.32    0.84    3.07    4.12    5.03    5.19    5.36    4.51    3.91    5.42    6.88    6.62    5.73    4.26    3.12    1.77
    3.00  -13.35  -15.35  -12.97   -9.17   -6.26   -5.46   -6.00   -6.61   -7.59   -6.92   -6.40   -4.81   -3.36   -1.71   -0.16   -1.25   -2.45   -0.64    4.38    7.96    9.46    9.11    7.11    5.34
   10.00  -55.12  -54.47  -54.40  -55.10  -55.30  -54.25  -53.86  -53.72  -53.52  -53.25  -52.75  -52.76  -53.17  -53.75  -54.30  -54.85  -55.30  -55.59  -55.75  -55.07  -54.00  -53.08  -53.99  -54.58
   20.00  -62.56  -61.55  -60.98  -60.85  -61.81  -62.31  -62.35  -63.32  -64.32  -64.42  -62.96  -62.21  -61.43  -60.85  -60.99  -61.36  -61.76  -62.88  -64.25  -64.51  -64.05  -63.90  -62.95  -62.67
   30.00  -65.16  -65.40  -65.32  -64.60  -64.30  -64.74  -64.59  -63.83  -63.20  -63.50  -64.42  -64.85  -64.99  -65.02  -64.75  -64.40  -64.22  -64.14  -63.60  -63.38  -63.74  -64.25  -64.62  -64.93
   50.00  -64.74  -65.33  -66.23  -66.72  -66.17  -65.64  -65.63  -66.27  -66.83  -66.59  -65.03  -64.96  -64.85  -64.91  -65.00  -65.36  -65.83  -66.00  -66.14  -66.37  -66.06  -65.81  -66.20  -66.18
   70.00  -64.37  -64.52  -64.69  -64.98  -65.02  -64.84  -64.48  -64.04  -63.83  -63.94  -64.20  -64.41  -64.49  -64.77  -65.02  -65.34  -65.72  -65.99  -66.29  -66.76  -66.75  -66.37  -66.46  -66.83
  100.00  -62.79  -62.75  -62.44  -62.72  -62.85  -62.97  -63.24  -63.13  -62.91  -62.91  -63.14  -63.51  -63.55  -63.36  -63.11  -63.12  -63.39  -63.56  -63.71  -63.84  -63.95  -63.91  -63.64  -63.17
  125.00  -59.76  -60.00  -60.03  -60.37  -60.77  -60.93  -61.35  -61.81  -62.09  -62.29  -62.60  -62.71  -62.68  -62.76  -62.80  -62.68  -62.64  -62.67  -62.64  -62.53  -62.28  -62.00  -61.76  -61.49
  150.00  -57.99  -59.99  -61.68  -63.52  -65.35  -65.83  -66.10  -66.62  -66.73  -66.68  -66.34  -66.49  -66.60  -66.53  -66.00  -65.58  -65.45  -65.16  -64.69  -64.09  -63.65  -63.18  -61.97  -60.90
  175.00  -66.28  -67.31  -67.95  -68.35  -68.91  -69.39  -69.60  -69.95  -70.28  -70.46  -70.22  -70.00  -69.75  -69.67  -69.79  -69.40  -68.89  -68.49  -67.89  -67.24  -66.90  -67.07  -67.63  -67.43
  200.00  -65.41  -65.62  -66.03  -66.27  -66.42  -66.73  -67.14  -67.61  -67.99  -68.20  -68.30  -68.40  -68.29  -67.87  -67.66  -67.79  -67.92  -67.94  -67.86  -67.55  -67.23  -67.00  -66.86  -66.94
  225.00  -62.10  -61.41  -61.57  -61.61  -61.70  -62.02  -62.16  -62.07  -61.98  -62.05  -62.27  -62.36  -62.48  -62.50  -62.44  -62.53  -62.47  -62.39  -62.48  -62.46  -62.45  -62.49  -62.38  -62.27
  250.00  -57.48  -57.34  -56.61  -56.23  -56.23  -56.43  -56.63  -56.44  -56.25  -56.25  -56.42  -56.55  -56.73  -56.89  -57.08  -57.36  -57.39  -57.23  -57.23  -57.23  -57.18  -57.23  -57.20  -57.25
  300.00  -47.80  -47.48  -47.50  -47.39  -46.89  -46.61  -46.51  -46.47  -46.66  -46.80  -46.75  -46.52  -46.53  -46.62  -46.99  -47.19  -47.19  -47.39  -47.31  -47.17  -47.23  -47.32  -47.46  -47.60
