#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -6.81   -7.61   -8.44  -10.30  -11.81  -11.18   -8.53   -8.73   -9.13   -7.17   -6.25   -6.84   -7.99   -8.67   -7.61   -6.67   -6.43   -4.48   -3.66   -3.30   -3.72   -4.84   -6.01   -6.29
    2.00   -5.69   -6.26   -5.56   -5.77   -7.98  -10.18  -11.10   -9.34  -10.91  -10.69   -7.64   -6.28   -6.16   -5.33   -4.79   -3.90   -3.96   -2.66   -2.49   -4.52   -6.07   -6.16   -5.50   -4.96
    3.00  -12.77  -14.27  -14.00  -12.58  -12.47  -12.87  -14.26  -13.64  -13.66  -14.78  -12.63  -10.67  -10.76  -12.07  -12.91  -13.16  -13.87  -12.97   -9.55   -7.69   -8.38   -9.49  -11.10  -12.22
   10.00  -37.65  -37.10  -36.33  -35.80  -35.54  -36.57  -37.60  -38.08  -37.81  -36.39  -36.14  -36.48  -36.12  -35.93  -35.47  -35.50  -35.91  -34.90  -34.27  -34.86  -35.81  -36.75  -37.09  -37.41
   20.00  -48.07  -47.68  -47.56  -47.72  -48.33  -47.99  -47.44  -47.14  -47.93  -48.75  -47.86  -46.98  -47.61  -47.61  -47.29  -46.54  -46.12  -47.38  -48.16  -47.65  -46.90  -46.36  -46.24  -46.34
   30.00  -53.07  -53.23  -53.14  -53.07  -53.51  -54.03  -54.17  -54.14  -53.43  -53.02  -52.62  -52.14  -52.33  -53.34  -54.18  -54.73  -53.90  -52.06  -51.69  -52.30  -52.93  -52.93  -52.69  -52.26
   50.00  -59.02  -59.48  -59.74  -59.63  -59.05  -58.78  -58.90  -59.08  -58.92  -58.68  -58.17  -58.59  -58.75  -58.29  -58.04  -57.82  -58.25  -58.74  -58.65  -58.73  -59.23  -58.92  -58.68  -58.80
   70.00  -60.83  -61.03  -61.31  -61.35  -61.21  -61.14  -60.89  -60.69  -60.80  -61.14  -61.95  -61.86  -62.20  -62.42  -62.13  -61.47  -61.00  -61.37  -61.82  -61.83  -61.76  -61.81  -61.78  -61.95
  100.00  -59.69  -59.89  -59.74  -59.59  -59.46  -59.39  -59.73  -60.06  -60.20  -60.15  -60.48  -60.60  -60.18  -60.01  -59.94  -60.01  -59.76  -59.73  -60.09  -60.40  -60.55  -61.06  -61.01  -60.68
  125.00  -58.78  -59.23  -59.70  -59.95  -60.23  -60.03  -59.87  -60.03  -60.22  -60.04  -59.85  -60.39  -60.80  -60.86  -60.63  -60.77  -61.22  -60.76  -60.86  -60.85  -60.30  -60.19  -60.88  -61.54
  150.00  -60.02  -59.90  -60.17  -60.62  -61.42  -61.86  -61.78  -61.84  -62.21  -62.46  -61.80  -61.75  -62.26  -63.07  -63.55  -63.71  -63.48  -63.17  -62.76  -63.45  -63.69  -63.52  -63.79  -63.44
  175.00  -66.04  -65.94  -65.47  -64.70  -64.08  -63.79  -63.59  -63.69  -63.86  -64.01  -64.40  -63.60  -62.58  -63.68  -63.11  -63.32  -63.37  -64.04  -63.99  -64.13  -64.12  -63.76  -64.43  -64.27
