#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -8.24   -8.55   -8.67   -9.00  -10.46  -11.69  -12.50  -12.53  -12.76  -11.96  -10.19   -8.68   -7.39   -7.41   -7.52   -7.33   -6.36   -6.12   -6.93   -7.25   -7.86   -9.11   -8.98   -9.56
    2.00   -1.14   -3.11   -4.96   -8.02   -8.81   -8.90   -9.23  -10.96  -11.55  -11.40   -9.98   -9.28   -7.27   -3.15   -0.74   -1.59   -1.41   -0.68   -0.55    0.89    1.17   -0.52   -2.92   -5.75
    3.00  -16.89  -18.76  -18.48  -18.96  -20.61  -22.38  -24.25  -24.81  -25.39  -26.21  -25.56  -25.09  -26.27  -24.63  -24.65  -25.24  -24.83  -24.87  -24.28  -23.39  -21.18  -19.42  -18.27  -17.64
   10.00  -58.46  -58.70  -58.61  -58.57  -58.75  -57.67  -56.04  -54.91  -54.50  -54.37  -54.96  -54.77  -55.69  -56.89  -56.11  -54.86  -54.17  -54.47  -55.85  -56.84  -57.00  -56.72  -56.39  -56.13
   20.00  -63.60  -63.74  -64.08  -64.42  -64.42  -64.35  -63.84  -63.71  -64.67  -65.75  -64.77  -63.88  -63.37  -62.70  -63.56  -64.63  -64.99  -64.33  -63.45  -62.79  -62.96  -63.72  -63.19  -63.69
   30.00  -64.56  -64.26  -63.83  -63.83  -64.31  -64.70  -65.14  -65.02  -64.75  -64.77  -64.99  -64.93  -65.30  -65.08  -64.31  -63.65  -64.02  -65.05  -65.78  -66.23  -65.65  -64.98  -64.82  -64.76
   50.00  -65.53  -66.22  -66.58  -66.45  -66.71  -66.73  -66.26  -66.04  -65.83  -65.35  -65.16  -64.80  -64.54  -64.62  -64.96  -64.92  -64.72  -64.45  -64.59  -65.04  -65.57  -65.38  -65.60  -64.84
   70.00  -63.30  -63.03  -63.10  -63.19  -63.53  -63.94  -64.20  -64.36  -64.38  -64.24  -63.95  -63.62  -63.46  -63.27  -63.31  -63.25  -63.10  -63.05  -62.91  -62.29  -61.87  -62.11  -62.07  -62.13
  100.00  -62.05  -62.00  -61.91  -61.76  -61.37  -61.37  -61.44  -61.47  -61.46  -61.28  -60.19  -59.39  -59.06  -59.39  -59.91  -59.96  -59.87  -59.58  -59.29  -59.05  -58.98  -59.14  -59.46  -59.70
  125.00  -58.55  -58.47  -58.34  -58.45  -58.47  -57.77  -57.15  -56.83  -56.42  -56.02  -56.96  -58.02  -58.08  -57.70  -56.92  -56.11  -55.78  -55.78  -55.83  -56.33  -56.43  -56.30  -56.81  -56.94
