#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -29.01  -32.07  -33.79  -31.00  -24.67  -19.30  -16.04  -14.34  -14.37  -13.56  -12.30  -12.12  -13.86  -15.61  -16.66  -17.21  -16.42  -13.16  -11.61  -11.16  -10.29  -11.14  -13.65  -13.80
    2.00  -25.13  -27.22  -29.52  -31.03  -32.15  -32.59  -33.29  -34.51  -35.12  -35.04  -33.64  -29.70  -24.78  -20.21  -17.57  -16.61  -18.58  -20.64  -21.77  -23.02  -22.70  -23.16  -24.76  -26.70
    3.00  -25.92  -27.27  -29.26  -31.74  -32.96  -33.48  -35.21  -37.31  -39.32  -40.29  -41.62  -42.62  -41.09  -40.81  -41.68  -41.32  -40.99  -39.89  -37.33  -35.19  -32.49  -29.53  -29.48  -30.28
   10.00  -57.61  -56.95  -55.70  -54.68  -55.56  -56.83  -57.07  -56.75  -56.52  -55.68  -55.33  -54.93  -54.43  -53.57  -53.47  -53.41  -53.44  -54.57  -55.50  -55.48  -55.47  -55.52  -55.22  -55.42
   20.00  -58.55  -58.95  -60.39  -61.51  -61.65  -61.25  -60.85  -60.46  -59.87  -59.57  -59.03  -58.82  -59.20  -59.17  -59.41  -60.35  -60.65  -59.86  -58.76  -58.28  -58.89  -60.00  -61.01  -60.19
   30.00  -63.42  -63.15  -62.92  -62.95  -62.81  -62.54  -62.14  -62.26  -61.95  -61.40  -60.33  -60.22  -60.54  -60.74  -60.91  -61.66  -62.61  -63.44  -63.92  -63.23  -61.29  -59.80  -59.43  -59.73
   50.00  -61.61  -61.82  -61.83  -62.09  -62.50  -62.78  -62.36  -61.99  -62.21  -62.60  -62.31  -62.22  -61.93  -62.06  -62.33  -62.46  -62.58  -62.53  -62.58  -62.77  -62.90  -62.79  -61.99  -61.72
   70.00  -61.10  -61.58  -62.08  -62.22  -62.07  -62.18  -62.42  -62.35  -62.14  -61.99  -61.60  -61.35  -61.61  -61.59  -61.68  -61.66  -61.99  -62.42  -62.71  -62.95  -63.06  -63.13  -62.92  -63.06
  100.00  -58.92  -58.49  -58.45  -58.76  -58.90  -58.76  -58.67  -58.69  -58.91  -59.13  -59.36  -59.82  -60.38  -60.76  -61.00  -60.68  -59.99  -59.61  -59.36  -59.37  -59.38  -59.33  -59.66  -59.29
  125.00  -59.51  -59.65  -59.59  -59.52  -59.54  -59.41  -59.32  -59.33  -59.24  -59.07  -58.65  -58.47  -58.66  -59.14  -59.96  -60.65  -60.82  -60.72  -60.70  -60.71  -60.60  -60.31  -59.95  -60.03
  150.00  -58.12  -59.12  -59.65  -59.81  -60.35  -60.98  -61.38  -61.57  -61.40  -61.31  -61.43  -61.27  -61.61  -61.88  -62.23  -62.93  -63.36  -63.20  -62.98  -63.04  -63.36  -63.89  -64.24  -63.90
  175.00  -62.99  -63.19  -63.26  -63.27  -63.64  -64.14  -64.08  -64.12  -63.96  -64.00  -64.27  -63.94  -64.08  -64.37  -65.03  -66.15  -67.15  -67.55  -67.49  -67.43  -67.58  -67.59  -68.10  -68.48
  200.00  -64.64  -64.53  -64.69  -64.69  -64.36  -64.18  -64.25  -64.49  -64.83  -65.14  -65.50  -65.67  -65.95  -66.57  -66.76  -66.57  -66.40  -66.16  -65.82  -65.44  -65.13  -64.71  -64.63  -64.68
  225.00  -62.61  -62.80  -62.73  -62.84  -62.94  -63.08  -63.08  -62.97  -63.08  -63.05  -63.03  -63.33  -63.51  -63.55  -63.26  -62.79  -62.26  -61.78  -61.41  -61.07  -60.60  -60.10  -60.21  -60.45
  250.00  -59.81  -59.99  -60.01  -60.06  -60.06  -60.20  -60.25  -60.25  -60.11  -59.77  -59.14  -58.84  -58.62  -58.54  -58.36  -58.02  -57.49  -57.09  -56.77  -56.38  -55.97  -55.60  -55.66  -55.84
  300.00  -51.28  -51.09  -50.90  -50.86  -50.85  -50.73  -50.51  -50.37  -50.21  -50.19  -49.65  -49.51  -49.28  -48.76  -48.33  -48.10  -48.04  -47.97  -47.76  -47.56  -47.18  -47.09  -47.17  -47.39
  350.00  -42.22  -42.18  -42.01  -41.85  -41.74  -41.71  -41.67  -41.63  -41.57  -41.36  -40.98  -40.56  -40.13  -39.77  -39.47  -39.24  -39.22  -39.37  -39.56  -39.44  -39.26  -39.15  -39.12  -39.58
  400.00  -34.07  -33.94  -33.84  -33.73  -33.68  -33.76  -33.83  -33.86  -33.80  -33.69  -33.46  -33.08  -32.78  -32.47  -32.35  -32.21  -32.06  -32.03  -32.07  -32.35  -32.27  -32.24  -31.81  -31.96
