#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -12.50  -13.85  -13.73  -14.15  -15.08  -13.97  -13.05  -14.19  -15.68  -15.19  -13.99  -12.99  -13.24  -13.86  -12.15   -9.07   -7.55   -7.77   -7.73   -7.48   -9.36  -10.91  -10.98  -10.48
    2.00   -6.80   -8.72   -9.64   -9.87  -10.99  -12.36  -11.84  -11.20  -11.29  -11.58  -12.07  -12.63  -11.67  -10.50  -10.03  -10.76  -10.99  -10.25   -9.72   -8.80   -7.67   -8.62  -10.22  -10.35
    3.00  -12.54  -13.93  -15.24  -15.16  -15.84  -17.75  -18.07  -17.72  -16.92  -15.89  -14.89  -14.88  -15.66  -16.32  -15.67  -14.38  -13.68  -15.02  -16.26  -16.66  -15.47  -14.04  -14.50  -15.26
   10.00  -40.42  -40.39  -40.16  -39.71  -38.73  -38.66  -39.10  -39.64  -40.55  -41.40  -41.28  -40.57  -40.14  -39.22  -37.38  -36.49  -37.27  -38.50  -39.54  -39.68  -39.44  -39.32  -39.57  -38.50
   20.00  -47.39  -47.53  -47.66  -47.18  -47.75  -48.38  -48.38  -48.22  -47.92  -47.15  -46.82  -47.00  -46.94  -46.98  -47.55  -48.12  -47.44  -46.58  -46.47  -47.57  -47.78  -47.11  -46.99  -47.67
   30.00  -52.94  -52.93  -52.75  -52.59  -52.43  -52.54  -52.29  -51.92  -51.79  -51.83  -52.80  -53.36  -53.45  -53.26  -53.43  -53.04  -53.00  -52.99  -53.06  -52.28  -52.39  -52.40  -51.03  -51.35
   50.00  -55.08  -55.55  -55.97  -56.29  -56.42  -55.81  -55.26  -55.49  -56.19  -56.67  -56.24  -55.49  -55.58  -55.57  -55.45  -55.50  -55.95  -55.69  -54.38  -55.24  -55.11  -55.25  -56.00  -56.16
   70.00  -57.02  -56.91  -57.19  -57.24  -57.23  -57.33  -57.49  -57.70  -57.93  -57.99  -57.62  -56.38  -56.05  -57.02  -57.35  -57.30  -57.42  -58.37  -58.86  -57.86  -57.60  -57.11  -58.65  -59.31
  100.00  -58.83  -58.24  -57.68  -57.61  -57.93  -58.16  -58.28  -58.03  -57.43  -57.07  -56.80  -57.08  -56.95  -57.08  -57.36  -57.51  -57.30  -57.16  -58.01  -58.05  -58.13  -57.84  -57.55  -57.25
  125.00  -58.74  -58.90  -58.53  -57.91  -57.32  -56.99  -56.82  -56.75  -56.64  -56.29  -56.88  -57.15  -57.18  -57.18  -57.30  -57.31  -57.31  -57.11  -57.35  -57.74  -57.85  -57.91  -57.68  -57.39
