#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -11.85  -11.15  -11.06  -11.26  -12.78  -13.18  -14.69  -15.66  -13.91  -12.80  -12.65  -12.85  -12.03  -11.56  -10.78   -9.77   -9.47   -9.25   -9.58   -9.27   -8.69  -10.19  -12.53  -13.40
    2.00  -14.09  -16.52  -17.39  -16.56  -16.86  -17.17  -14.62  -15.95  -17.62  -17.50  -16.90  -17.58  -17.34  -17.49  -17.18  -14.61  -11.43  -10.64  -12.41  -14.88  -16.08  -14.68  -12.53  -13.19
    3.00  -21.40  -21.40  -23.04  -25.10  -25.15  -26.76  -26.25  -23.95  -22.92  -23.74  -23.52  -22.94  -22.46  -22.71  -23.54  -24.92  -26.05  -24.66  -22.02  -21.46  -22.69  -24.26  -24.22  -23.19
   10.00  -47.09  -46.62  -46.77  -46.51  -46.83  -47.19  -47.62  -47.61  -47.20  -47.09  -47.22  -47.36  -47.20  -46.92  -47.25  -47.65  -46.99  -46.55  -46.98  -48.07  -48.27  -47.35  -46.58  -47.50
   20.00  -55.17  -54.54  -54.68  -55.14  -55.76  -56.03  -55.34  -55.06  -54.96  -54.83  -54.76  -54.12  -53.87  -54.32  -54.21  -53.99  -54.12  -54.30  -54.23  -53.85  -53.86  -54.38  -55.23  -55.97
   30.00  -58.36  -58.85  -58.72  -58.65  -58.11  -58.23  -57.95  -57.41  -57.14  -57.57  -58.05  -58.45  -58.64  -58.61  -58.59  -58.59  -58.50  -58.62  -58.58  -58.29  -57.59  -56.67  -56.10  -56.26
   50.00  -59.33  -59.67  -59.92  -60.18  -60.44  -60.85  -61.54  -62.11  -62.26  -62.13  -61.79  -61.64  -61.68  -61.65  -61.45  -61.31  -61.04  -60.80  -60.79  -61.09  -61.52  -61.69  -62.01  -62.11
   70.00  -61.23  -61.74  -62.24  -62.57  -62.70  -62.73  -62.59  -62.52  -62.71  -63.02  -63.00  -62.85  -62.78  -62.99  -63.27  -63.27  -63.76  -63.99  -64.01  -63.75  -63.52  -63.42  -62.94  -63.19
  100.00  -61.44  -62.20  -63.08  -63.79  -64.05  -64.14  -64.13  -64.28  -64.51  -65.09  -65.72  -66.38  -66.99  -67.36  -67.95  -67.97  -67.62  -67.33  -67.20  -67.18  -67.11  -67.00  -67.14  -67.08
  125.00  -60.57  -61.05  -61.50  -62.20  -63.12  -63.76  -64.39  -65.16  -65.99  -66.48  -66.70  -67.08  -67.80  -68.85  -69.47  -69.51  -69.38  -69.38  -69.36  -69.29  -69.10  -68.77  -68.44  -68.27
