#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -22.39  -22.29  -22.29  -23.63  -24.31  -22.78  -21.02  -20.26  -21.20  -22.08  -21.23  -19.76  -18.47  -17.36  -17.65  -18.75  -19.38  -20.43  -21.46  -21.21  -21.27  -21.53  -21.21  -21.90
    2.00  -11.07  -11.23  -10.40  -10.83  -13.05  -14.25  -14.81  -13.87  -12.68  -11.14  -11.82  -12.73  -14.42  -14.16  -13.17  -12.61  -11.80  -11.58  -10.64  -10.35  -10.54  -11.57  -13.57  -14.61
    3.00  -18.06  -18.96  -17.56  -16.88  -18.12  -18.70  -19.66  -20.25  -20.38  -19.61  -18.67  -16.59  -17.67  -18.12  -18.82  -20.13  -19.39  -17.81  -16.25  -13.97  -12.18  -11.34  -12.20  -12.62
   10.00  -47.25  -47.17  -48.60  -49.00  -48.14  -46.87  -46.02  -46.46  -47.41  -47.34  -47.56  -47.26  -46.91  -47.19  -47.91  -48.28  -46.80  -45.50  -46.55  -48.00  -48.37  -47.81  -48.08  -48.83
   20.00  -57.95  -58.00  -58.00  -58.86  -59.84  -60.49  -60.47  -59.69  -58.77  -58.07  -56.94  -56.66  -56.95  -57.91  -58.78  -59.22  -59.39  -59.21  -57.79  -57.00  -57.18  -57.64  -58.08  -58.76
   30.00  -63.11  -64.01  -64.23  -63.62  -62.67  -62.08  -61.99  -62.40  -62.95  -63.35  -63.69  -64.03  -63.85  -62.81  -62.04  -61.93  -61.86  -62.72  -63.46  -63.65  -63.50  -63.14  -62.29  -62.37
   50.00  -64.65  -65.38  -65.23  -65.02  -64.71  -64.09  -63.59  -63.80  -64.57  -65.26  -64.98  -64.34  -63.86  -63.70  -63.84  -64.27  -64.34  -64.19  -64.25  -64.46  -64.62  -64.89  -65.27  -65.32
   70.00  -67.63  -67.09  -67.13  -67.57  -68.30  -69.04  -69.49  -69.57  -69.24  -68.52  -68.07  -67.93  -68.40  -68.28  -67.64  -67.33  -67.40  -67.18  -66.75  -66.42  -66.39  -66.66  -66.53  -66.99
  100.00  -65.61  -65.79  -65.77  -65.45  -65.07  -64.74  -64.39  -64.19  -64.28  -64.21  -63.70  -63.45  -63.52  -63.72  -63.94  -64.08  -64.31  -64.53  -64.57  -64.42  -64.05  -63.73  -64.12  -64.02
  125.00  -59.72  -59.69  -59.84  -59.80  -59.81  -60.05  -60.29  -60.35  -60.44  -60.67  -60.79  -60.45  -60.29  -60.21  -60.16  -60.11  -60.06  -60.13  -60.28  -60.49  -60.50  -60.34  -59.85  -59.91
  150.00  -55.30  -55.26  -55.62  -55.86  -56.05  -56.16  -56.17  -56.07  -55.94  -55.76  -55.92  -56.13  -56.27  -56.24  -56.11  -55.93  -55.72  -55.82  -55.93  -55.92  -55.85  -55.85  -55.66  -55.85
  175.00  -53.73  -53.89  -54.26  -54.39  -54.11  -53.83  -53.59  -53.18  -52.58  -51.98  -51.82  -51.58  -51.59  -51.77  -51.58  -51.52  -51.56  -51.82  -51.72  -51.41  -51.26  -51.26  -51.03  -51.07
  200.00  -54.91  -54.56  -53.88  -53.55  -53.37  -53.64  -54.02  -54.31  -54.20  -53.49  -52.07  -51.24  -51.29  -51.59  -51.43  -51.49  -51.52  -51.70  -51.82  -51.70  -51.64  -51.57  -50.98  -50.78
  225.00  -54.99  -54.57  -53.97  -53.56  -53.54  -53.27  -53.01  -53.00  -53.15  -52.96  -52.47  -52.57  -52.89  -53.09  -53.32  -53.47  -53.44  -53.52  -54.02  -54.53  -54.68  -54.54  -54.55  -54.85
  250.00  -51.62  -51.92  -52.16  -52.15  -52.22  -52.07  -51.76  -51.53  -51.62  -51.95  -52.42  -52.78  -53.06  -53.12  -53.56  -53.81  -54.06  -54.42  -54.70  -54.94  -55.20  -55.44  -56.10  -56.26
  300.00  -42.57  -42.72  -42.99  -43.40  -43.80  -44.23  -44.46  -44.48  -44.71  -45.16  -45.76  -46.12  -46.19  -46.39  -46.63  -46.83  -46.92  -46.94  -46.90  -46.90  -46.93  -46.99  -46.95  -47.05
  350.00  -34.81  -35.10  -35.34  -35.67  -36.03  -36.39  -36.76  -37.23  -37.54  -37.79  -37.74  -37.79  -37.95  -38.20  -38.35  -38.44  -38.45  -38.42  -38.44  -38.62  -38.71  -38.77  -38.71  -38.66
  400.00  -29.02  -28.91  -28.85  -29.12  -29.49  -29.73  -30.00  -30.24  -30.45  -30.63  -31.01  -31.25  -31.41  -31.52  -31.38  -31.32  -31.34  -31.29  -31.33  -31.41  -31.54  -31.62  -31.67  -31.74
  450.00  -23.12  -23.37  -23.69  -23.81  -23.76  -24.01  -24.18  -24.16  -24.24  -24.25  -24.92  -24.85  -24.66  -24.85  -24.85  -24.83  -24.92  -25.03  -25.05  -24.98  -24.95  -24.99  -25.12  -25.31
  500.00  -18.86  -18.70  -18.76  -18.68  -18.43  -18.39  -18.73  -18.97  -19.02  -18.92  -19.46  -19.37  -19.39  -19.40  -19.29  -19.24  -19.31  -19.46  -19.56  -19.55  -19.57  -19.56  -19.53  -19.59
  550.00  -13.74  -13.80  -13.92  -14.00  -13.81  -13.56  -13.78  -14.05  -14.24  -14.51  -14.18  -14.13  -14.24  -14.29  -14.27  -14.27  -14.28  -14.36  -14.44  -14.54  -14.66  -14.73  -14.72  -14.69
  600.00   -8.88   -8.98   -9.11   -9.24   -9.39   -9.63   -9.88  -10.07  -10.13  -10.17   -9.66   -9.86   -9.67   -9.44   -9.47   -9.53   -9.57   -9.59   -9.46   -9.41   -9.53   -9.68  -10.00   -9.99
  650.00   -4.55   -4.70   -4.96   -5.22   -5.50   -5.81   -5.93   -5.99   -6.06   -6.16   -5.82   -5.82   -5.94   -5.71   -5.55   -5.46   -5.50   -5.59   -5.48   -5.25   -5.15   -5.12   -5.47   -5.36
  700.00   -0.57   -0.86   -1.29   -1.79   -2.33   -2.65   -2.72   -2.99   -3.25   -3.17   -3.09   -2.96   -2.68   -2.91   -3.27   -3.10   -2.63   -2.55   -2.40   -2.25   -2.15   -2.05   -1.77   -1.61
  750.00    2.98    2.52    1.95    1.31    0.70    0.27   -0.07   -0.35   -0.45   -0.37   -0.68   -0.70   -0.78   -1.03   -1.25   -1.51   -1.79   -2.06   -2.20   -1.84   -1.63   -1.44   -0.73   -0.65
  775.00    4.60    4.04    3.39    2.73    2.10    1.61    1.29    1.03    0.85    0.70    0.26    0.19    0.12   -0.07   -0.18   -0.37   -0.74   -1.12   -1.53   -1.59   -1.51   -1.56   -1.34   -1.42
  800.00    6.22    5.60    4.89    4.09    3.29    2.69    2.47    2.29    2.01    1.80    1.18    1.12    1.15    1.06    0.93    0.84    0.66    0.36    0.07   -0.17   -0.35   -0.43   -0.45   -0.49
  825.00    7.78    7.21    6.50    5.54    4.50    3.68    3.39    3.35    2.94    2.51    1.89    1.99    1.97    1.87    1.79    1.81    1.83    1.73    1.60    1.43    1.28    1.20    1.19    1.37
  850.00    9.42    8.99    8.32    7.39    6.27    5.27    4.74    4.47    3.79    3.29    2.44    2.60    2.58    2.46    2.46    2.55    2.67    2.71    2.74    2.73    2.69    2.72    2.71    2.96
  875.00   10.93   10.58   10.07    9.34    8.37    7.15    5.91    5.32    4.60    4.10    3.13    3.17    3.21    3.19    3.19    3.31    3.46    3.62    3.74    3.82    3.92    4.07    4.15    4.38
  900.00   12.26   11.92   11.50   10.92   10.01    8.63    7.13    5.99    5.41    4.95    4.15    4.04    4.12    4.23    4.26    4.36    4.51    4.67    4.84    4.99    5.15    5.33    5.53    5.74
  925.00   12.52   12.11   11.96   11.89   11.22    9.94    8.56    7.66    6.59    6.02    5.57    5.33    5.31    5.40    5.43    5.56    5.77    6.01    6.22    6.43    6.68    6.90    7.08    7.25
  950.00   12.56   12.20   11.99   11.87   11.60   10.72    9.85    9.12    8.46    7.92    7.03    6.86    6.81    6.82    6.88    6.90    7.00    7.19    7.42    7.74    8.08    8.37    8.58    8.76
  975.00   12.02   11.73   11.43   10.99   10.57    9.74    9.27    9.09    8.98    9.18    8.80    8.71    8.67    8.75    8.68    8.57    8.57    8.56    8.60    8.69    8.83    8.96    9.11    9.12
 1000.00   14.00   13.48   13.14   13.03   12.95   12.62   12.03   11.66   11.32   11.09   10.26   10.00   10.05   10.06   10.03    9.99    9.99   10.00   10.06   10.17   10.33   10.55   10.72   10.88
