#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -5.27   -7.94   -8.38   -6.23   -4.64   -6.36   -7.76   -8.35   -8.06   -6.86   -5.66   -5.26   -3.01   -2.62   -4.18   -4.25   -3.69   -2.42   -1.28   -1.65   -3.65   -6.01   -6.28   -4.23
    2.00   -4.00   -2.54   -3.74   -6.32   -7.63   -7.49   -8.83  -10.96  -11.08   -9.50   -4.55   -1.52   -3.01   -3.85   -3.08   -2.90   -2.71   -3.59   -4.38   -3.53   -1.52   -1.77   -3.10   -4.91
    3.00  -16.08  -13.71  -13.47  -14.73  -16.49  -17.78  -16.49  -15.94  -16.76  -18.37  -19.38  -16.73  -12.38  -11.58  -13.20  -14.02  -12.61  -12.20  -13.11  -14.26  -15.59  -12.58  -11.11  -10.98
   10.00  -44.49  -44.31  -44.44  -44.84  -45.51  -45.12  -44.71  -44.92  -44.55  -44.08  -43.79  -43.81  -43.17  -42.64  -42.23  -42.12  -40.69  -40.04  -39.96  -41.40  -43.57  -44.78  -43.99  -43.11
   20.00  -57.93  -57.84  -57.97  -58.20  -57.49  -57.23  -56.31  -55.01  -55.16  -56.16  -56.24  -56.48  -56.67  -56.61  -55.95  -55.64  -55.76  -56.62  -57.20  -57.16  -56.65  -55.98  -56.53  -56.12
   30.00  -59.97  -60.27  -60.07  -60.30  -60.62  -60.75  -60.88  -60.72  -60.32  -59.77  -59.56  -59.62  -59.43  -59.28  -59.03  -59.28  -59.59  -59.60  -59.64  -59.88  -60.11  -60.26  -59.18  -58.33
   50.00  -61.45  -61.55  -61.39  -60.68  -60.56  -60.73  -61.14  -61.45  -61.68  -61.68  -62.19  -62.17  -61.26  -60.55  -60.55  -60.25  -60.32  -60.00  -60.53  -61.00  -61.27  -61.30  -60.68  -60.78
   70.00  -59.66  -59.71  -60.27  -60.23  -60.25  -59.98  -59.59  -59.59  -59.65  -59.48  -59.81  -59.92  -59.96  -59.96  -60.35  -60.28  -60.17  -59.72  -59.61  -59.50  -59.45  -59.96  -59.38  -59.15
  100.00  -59.78  -59.48  -59.77  -59.96  -59.45  -59.16  -58.78  -58.40  -58.49  -58.86  -58.99  -59.08  -59.07  -58.83  -58.53  -58.55  -58.55  -58.79  -58.94  -58.93  -58.62  -58.11  -58.78  -58.61
  125.00  -58.24  -57.73  -57.32  -57.91  -58.00  -57.72  -57.82  -57.81  -57.66  -57.61  -57.46  -57.37  -57.26  -57.28  -57.18  -57.34  -57.00  -56.85  -56.24  -56.03  -56.20  -55.91  -55.88  -56.39
  150.00  -57.25  -57.45  -56.94  -56.65  -57.11  -56.90  -56.24  -55.92  -55.57  -55.21  -54.90  -54.76  -54.68  -54.55  -54.52  -54.71  -54.99  -55.32  -55.23  -54.66  -54.47  -54.65  -54.95  -55.26
  175.00  -54.75  -55.51  -55.84  -55.42  -55.42  -55.70  -55.68  -55.43  -55.07  -54.63  -53.87  -53.80  -54.13  -54.26  -54.41  -54.35  -54.57  -54.62  -54.72  -54.77  -54.14  -53.41  -53.41  -53.39
  200.00  -53.60  -54.05  -54.80  -54.94  -54.68  -54.53  -54.59  -54.88  -55.11  -55.49  -55.58  -55.33  -55.20  -55.41  -55.93  -56.66  -56.76  -57.04  -56.79  -56.76  -57.90  -58.13  -56.64  -55.90
  225.00  -55.78  -55.60  -55.70  -55.84  -55.90  -56.21  -56.26  -56.34  -56.53  -56.51  -56.43  -56.82  -57.13  -57.27  -57.13  -57.10  -56.81  -57.06  -57.54  -57.43  -57.41  -58.36  -59.16  -59.84
  250.00  -56.57  -56.61  -56.69  -56.73  -56.63  -56.80  -57.00  -56.99  -56.98  -56.90  -56.90  -56.58  -56.55  -56.58  -56.59  -56.53  -56.45  -56.53  -56.84  -56.86  -56.60  -56.61  -56.70  -57.01
  300.00  -48.01  -48.03  -48.10  -48.18  -48.27  -48.38  -48.49  -48.56  -48.61  -48.64  -48.80  -48.77  -48.74  -48.71  -48.74  -48.75  -48.57  -48.29  -48.22  -48.30  -48.30  -48.31  -48.43  -48.35
  350.00  -38.88  -38.84  -38.85  -38.91  -38.99  -39.09  -39.22  -39.29  -39.30  -39.37  -39.44  -39.47  -39.46  -39.37  -39.18  -39.09  -39.13  -39.16  -39.24  -39.33  -39.52  -39.64  -39.93  -39.81
  400.00  -31.31  -31.25  -31.23  -31.26  -31.26  -31.23  -31.31  -31.47  -31.57  -31.62  -31.51  -31.45  -31.43  -31.40  -31.22  -31.17  -31.20  -31.28  -31.40  -31.53  -31.62  -31.70  -31.68  -31.70
  450.00  -24.55  -24.61  -24.68  -24.72  -24.64  -24.53  -24.63  -24.73  -24.73  -24.65  -24.73  -24.65  -24.59  -24.64  -24.69  -24.68  -24.65  -24.65  -24.71  -24.78  -24.82  -24.88  -24.70  -24.71
  500.00  -18.79  -18.82  -18.86  -18.88  -18.83  -18.72  -18.72  -18.71  -18.70  -18.66  -18.86  -18.79  -18.85  -18.84  -18.81  -18.81  -18.80  -18.75  -18.82  -19.02  -18.98  -19.05  -18.88  -18.89
  550.00  -13.42  -13.31  -13.31  -13.38  -13.45  -13.42  -13.43  -13.43  -13.47  -13.52  -13.68  -13.45  -13.63  -13.53  -13.48  -13.43  -13.53  -13.57  -13.67  -13.93  -13.83  -13.82  -14.05  -14.18
  600.00   -8.75   -8.57   -8.60   -8.85   -9.14   -9.28   -9.29   -9.22   -9.17   -9.14   -9.18   -8.82   -8.96   -8.93   -8.91   -8.93   -9.12   -9.03   -9.09   -9.35   -9.18   -9.05   -9.68   -9.84
