#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -14.96  -16.54  -17.24  -17.49  -16.52  -15.47  -14.70  -13.61  -14.91  -16.03  -15.10  -14.69  -14.68  -13.64  -12.71  -12.86  -12.91  -12.27  -11.41  -12.25  -13.25  -13.82  -13.16  -13.27
    2.00  -11.55  -12.70  -12.62  -12.78  -14.60  -15.53  -18.02  -17.52  -14.77  -14.36  -14.18  -13.98  -13.28  -11.72  -11.80  -11.34  -11.48  -10.95  -12.51  -12.14  -11.09  -10.35  -10.68   -9.53
    3.00  -18.92  -18.41  -18.25  -18.34  -20.21  -20.15  -21.36  -22.63  -20.72  -20.02  -21.35  -21.51  -21.04  -19.66  -19.26  -17.39  -17.74  -18.22  -17.55  -18.47  -20.08  -20.17  -20.62  -20.91
   10.00  -42.83  -41.96  -41.17  -40.91  -41.19  -40.37  -40.98  -41.21  -42.29  -44.08  -44.51  -43.75  -42.31  -40.53  -39.74  -39.27  -38.67  -38.84  -39.41  -39.60  -40.59  -41.74  -41.56  -42.13
   20.00  -46.68  -47.02  -47.54  -48.31  -49.26  -49.54  -49.04  -48.61  -48.01  -47.06  -46.17  -46.10  -46.41  -46.41  -46.40  -46.82  -47.65  -47.05  -46.53  -46.90  -46.83  -46.19  -46.30  -46.27
   30.00  -52.81  -52.65  -52.06  -52.62  -53.54  -53.96  -53.81  -53.08  -52.51  -52.43  -52.04  -51.96  -52.03  -52.69  -52.60  -51.94  -52.09  -52.36  -51.57  -50.88  -51.16  -51.42  -51.15  -51.74
   50.00  -55.98  -55.99  -55.97  -55.16  -54.92  -55.27  -55.94  -56.28  -56.08  -55.75  -56.12  -55.96  -55.56  -55.60  -55.63  -55.09  -54.85  -55.24  -55.96  -56.32  -56.16  -55.89  -55.50  -55.64
   70.00  -56.97  -58.01  -59.22  -59.91  -59.46  -58.54  -58.23  -57.69  -56.97  -56.22  -55.54  -55.48  -55.69  -56.11  -56.91  -57.40  -57.42  -57.28  -57.33  -57.57  -57.75  -57.96  -57.95  -58.08
  100.00  -58.08  -57.80  -57.41  -57.06  -57.41  -57.62  -57.70  -57.82  -57.86  -57.98  -57.66  -57.73  -58.01  -57.58  -57.37  -57.55  -57.68  -57.93  -58.06  -58.60  -59.00  -59.31  -59.53  -60.04
  125.00  -57.79  -57.33  -56.81  -56.31  -55.79  -55.83  -55.86  -55.98  -55.96  -55.96  -56.08  -56.13  -56.30  -56.38  -56.06  -55.90  -56.05  -56.48  -56.67  -57.08  -57.53  -57.92  -58.64  -60.01
  150.00  -54.33  -54.01  -53.44  -53.36  -52.85  -52.26  -52.11  -52.15  -52.33  -52.47  -52.05  -52.47  -52.98  -53.42  -53.41  -53.31  -53.59  -53.90  -54.48  -54.64  -55.31  -56.38  -56.73  -57.05
  175.00  -50.63  -50.73  -50.58  -50.36  -50.55  -50.19  -50.23  -50.37  -50.70  -51.14  -50.68  -50.78  -50.85  -51.23  -51.40  -51.42  -51.73  -51.46  -52.07  -53.18  -55.14  -56.66  -57.35  -57.98
  200.00  -51.03  -51.12  -51.36  -51.18  -51.36  -51.31  -51.27  -51.52  -51.61  -51.72  -51.50  -51.36  -51.13  -51.11  -51.04  -50.80  -50.87  -51.06  -52.29  -54.13  -56.24  -57.49  -58.47  -58.13
  225.00  -51.44  -51.43  -51.45  -51.31  -51.14  -51.45  -51.65  -52.31  -52.79  -52.76  -53.03  -53.11  -52.75  -52.07  -51.45  -50.95  -50.48  -50.90  -51.05  -51.73  -52.29  -52.68  -53.30  -53.59
  250.00  -49.78  -50.28  -50.43  -50.57  -50.76  -50.45  -50.44  -50.89  -51.48  -52.39  -53.02  -52.93  -52.75  -51.99  -51.58  -51.18  -50.59  -49.70  -48.00  -47.35  -47.26  -47.45  -47.62  -47.55
  300.00  -43.21  -43.67  -43.88  -44.00  -44.03  -43.93  -43.65  -43.33  -43.17  -43.01  -43.31  -43.30  -43.83  -44.45  -44.55  -44.35  -44.25  -43.98  -42.53  -39.60  -37.75  -37.41  -37.55  -37.41
  350.00  -34.03  -34.23  -34.60  -34.89  -35.04  -35.19  -35.36  -35.32  -34.92  -34.44  -34.40  -34.51  -34.55  -34.86  -35.16  -35.02  -34.76  -34.63  -34.58  -33.53  -30.79  -28.53  -28.67  -29.15
  400.00  -26.60  -27.08  -27.53  -27.71  -27.79  -27.94  -27.97  -27.98  -28.05  -28.06  -27.45  -27.33  -27.04  -26.78  -26.81  -26.90  -26.81  -26.36  -26.96  -26.90  -25.81  -23.68  -21.74  -20.72
  450.00  -20.65  -20.94  -21.12  -21.21  -21.31  -21.51  -21.52  -21.35  -21.34  -21.46  -21.13  -21.04  -20.80  -20.35  -19.97  -19.98  -19.90  -19.70  -20.27  -20.61  -20.32  -19.46  -18.05  -17.07
  500.00  -15.60  -15.58  -15.71  -16.01  -16.09  -16.18  -16.13  -15.96  -15.73  -15.68  -15.49  -15.34  -15.19  -15.05  -14.81  -14.78  -14.84  -14.16  -14.49  -15.19  -14.99  -14.41  -13.48  -12.84
  550.00  -11.38  -11.20  -11.29  -11.56  -11.60  -11.53  -11.47  -11.32  -11.06  -10.81  -10.88  -10.64  -10.43  -10.43  -10.64  -10.56  -10.65  -10.37   -9.98  -10.23  -10.27   -9.99   -8.64   -7.89
  600.00   -7.33   -7.11   -7.05   -7.28   -7.42   -7.43   -7.40   -7.23   -6.97   -6.80   -7.02   -6.58   -6.46   -6.65   -6.93   -6.92   -6.82   -6.87   -6.64   -6.42   -6.48   -6.57   -6.04   -5.22
  650.00   -3.09   -2.96   -2.92   -3.19   -3.39   -3.45   -3.60   -3.68   -3.51   -3.46   -3.79   -3.28   -3.08   -3.30   -3.39   -3.47   -3.47   -3.64   -3.48   -3.16   -3.00   -3.05   -3.35   -2.80
  700.00    0.91    1.00    0.93    0.59    0.42    0.33   -0.05   -0.37   -0.33   -0.33   -0.83   -0.70   -0.63   -1.04   -0.69   -0.55   -0.47   -0.56   -0.40   -0.31    0.12    0.40   -0.13    0.06
  750.00    4.19    4.16    4.06    3.90    3.79    3.89    3.58    3.00    2.63    2.21    2.03    1.33    1.41    1.45    1.70    2.13    2.50    1.67    2.08    2.72    3.21    3.60    3.68    3.79
  775.00    6.54    6.37    6.19    5.98    5.75    5.59    5.04    4.50    4.10    3.74    3.45    3.03    3.44    3.59    3.79    4.38    4.38    3.61    3.95    4.65    5.05    5.42    5.59    5.58
  800.00    8.91    8.69    8.41    8.03    7.54    7.10    6.53    6.04    5.81    5.62    4.95    5.85    5.87    5.90    6.25    6.53    6.42    6.20    6.31    6.51    6.79    7.19    7.38    7.39
  825.00   11.16   10.87   10.53   10.08    9.54    9.03    8.51    8.06    7.77    7.51    6.73    7.87    8.07    8.28    8.56    8.54    8.30    8.25    8.31    8.31    8.51    8.79    9.10    9.11
  850.00   13.20   12.90   12.48   11.93   11.32   10.82   10.23    9.69    9.34    8.70    9.00   10.06   10.40   10.68   10.90   10.81   10.05    9.64    9.81    9.88    9.99   10.19   10.61   10.53
  875.00   15.01   14.74   14.23   13.58   12.90   12.31   11.65   11.07   10.71   10.94   11.42   12.45   12.87   13.22   13.40   13.31   12.25   11.25   11.11   10.98   11.06   11.01   11.39   11.48
