#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -14.69  -14.59  -13.85  -13.10  -13.97  -15.58  -16.72  -18.45  -18.72  -17.81  -16.58  -14.08  -11.87  -12.01  -11.08  -10.27   -9.74   -9.32  -10.11  -12.72  -13.92  -14.53  -15.39  -16.21
    2.00  -12.23  -14.73  -15.92  -16.33  -15.32  -15.09  -16.60  -16.15  -15.99  -17.40  -19.67  -21.46  -20.54  -17.12  -14.06  -11.98  -12.19  -12.61  -12.22  -11.89  -12.69  -12.82  -12.32  -13.50
    3.00  -22.87  -22.16  -22.74  -23.20  -24.10  -23.88  -23.98  -24.53  -23.04  -20.75  -20.22  -21.93  -23.81  -26.46  -27.84  -26.35  -22.70  -22.56  -21.95  -21.89  -21.47  -22.53  -22.39  -22.86
   10.00  -42.08  -42.29  -42.40  -42.68  -42.47  -42.41  -42.42  -42.06  -42.17  -43.20  -44.68  -45.02  -44.01  -43.05  -42.25  -41.04  -39.24  -39.27  -40.37  -41.18  -42.19  -43.50  -43.30  -43.81
   20.00  -47.30  -47.38  -47.37  -47.76  -48.30  -48.74  -49.05  -49.26  -49.31  -48.91  -48.56  -47.97  -47.76  -47.37  -47.83  -49.07  -50.25  -50.74  -50.10  -48.41  -47.49  -46.37  -46.33  -47.12
   30.00  -51.52  -51.98  -52.12  -52.32  -52.54  -52.56  -52.29  -51.95  -52.01  -52.05  -51.69  -51.51  -51.91  -52.82  -53.57  -53.51  -52.77  -52.24  -51.88  -51.82  -52.66  -51.98  -52.14  -52.92
   50.00  -57.50  -57.32  -57.59  -57.62  -57.58  -57.16  -56.39  -56.05  -56.34  -56.88  -57.22  -57.59  -57.60  -57.86  -57.36  -56.89  -55.88  -55.75  -55.66  -56.86  -56.82  -56.69  -56.26  -55.76
   70.00  -59.10  -58.79  -58.62  -58.44  -58.20  -58.14  -58.43  -58.30  -57.86  -57.71  -57.68  -57.80  -57.77  -57.93  -57.73  -58.00  -58.19  -58.28  -57.93  -57.47  -57.51  -58.06  -58.57  -58.18
  100.00  -58.18  -58.64  -58.60  -58.19  -57.84  -57.49  -57.30  -57.26  -57.23  -57.01  -56.62  -56.40  -56.40  -56.52  -56.54  -56.52  -56.82  -56.86  -57.11  -57.06  -57.12  -56.82  -56.86  -57.36
  125.00  -57.80  -58.28  -58.59  -58.56  -58.35  -57.93  -57.36  -57.12  -57.16  -57.16  -57.93  -57.88  -57.64  -57.22  -56.87  -56.41  -56.29  -56.65  -56.99  -57.07  -57.22  -57.33  -57.08  -57.46
