#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -15.88  -14.00  -15.34  -14.76  -15.69  -18.30  -19.76  -19.67  -18.94  -18.98  -18.21  -16.23  -15.29  -15.61  -16.24  -15.93  -14.60  -12.10  -12.10  -13.47  -15.45  -16.36  -15.84  -15.66
    2.00  -16.02  -20.03  -22.85  -20.50  -19.16  -17.38  -16.62  -18.60  -18.05  -18.63  -20.22  -20.87  -18.54  -16.45  -16.65  -16.68  -15.70  -17.52  -19.14  -21.54  -20.88  -18.88  -15.62  -15.49
    3.00  -21.89  -20.22  -23.74  -27.23  -28.40  -28.70  -27.93  -25.23  -25.45  -23.59  -22.39  -24.67  -26.36  -25.53  -24.40  -26.09  -25.46  -23.61  -22.38  -22.12  -23.70  -26.44  -28.45  -28.39
   10.00  -43.74  -43.99  -44.27  -44.55  -45.42  -46.44  -47.21  -46.76  -45.49  -45.04  -45.85  -45.84  -44.75  -44.52  -45.43  -45.88  -45.19  -44.03  -44.39  -45.89  -46.31  -45.87  -44.39  -43.35
   20.00  -49.85  -49.96  -50.24  -49.84  -49.71  -49.78  -50.15  -49.69  -49.10  -49.10  -49.32  -49.33  -49.72  -50.47  -50.65  -50.19  -49.87  -50.17  -49.70  -49.31  -49.65  -49.75  -49.98  -50.34
   30.00  -53.10  -54.09  -55.15  -55.32  -54.77  -54.68  -54.81  -54.26  -52.53  -51.48  -51.62  -52.34  -52.99  -53.42  -53.89  -54.19  -53.77  -53.19  -53.17  -53.38  -54.00  -54.16  -53.85  -54.22
   50.00  -60.80  -60.36  -60.23  -60.25  -59.99  -59.37  -58.94  -59.08  -59.86  -60.21  -60.28  -60.07  -59.67  -59.59  -59.64  -59.55  -59.66  -59.71  -59.92  -60.13  -59.78  -59.48  -59.31  -59.37
   70.00  -62.41  -62.30  -62.21  -62.68  -62.86  -62.76  -62.53  -62.13  -62.10  -62.61  -62.38  -61.88  -61.19  -60.90  -61.53  -62.21  -62.59  -62.86  -62.75  -62.67  -62.32  -61.93  -61.28  -61.23
  100.00  -64.55  -64.89  -64.81  -64.53  -64.50  -64.55  -64.77  -65.00  -64.81  -64.64  -64.84  -65.28  -65.82  -65.72  -65.17  -64.91  -64.76  -64.69  -64.53  -64.29  -63.98  -63.37  -63.16  -63.59
  125.00  -62.70  -62.82  -62.92  -62.91  -63.11  -63.34  -63.58  -63.79  -63.79  -63.26  -62.96  -62.56  -62.60  -62.65  -62.25  -61.85  -61.67  -61.51  -61.42  -61.26  -61.14  -61.15  -61.17  -60.86
