#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -25.68  -26.89  -26.53  -26.75  -27.81  -29.86  -30.70  -31.36  -30.48  -27.03  -23.10  -19.86  -18.88  -19.55  -20.56  -19.93  -18.96  -17.95  -17.52  -17.61  -18.25  -19.82  -21.95  -22.59
    2.00  -29.07  -29.51  -27.50  -25.90  -25.27  -26.61  -28.96  -31.78  -34.76  -35.82  -35.35  -34.46  -32.51  -31.52  -31.95  -31.73  -29.76  -28.24  -28.02  -27.82  -27.58  -28.22  -29.70  -28.78
    3.00  -38.98  -40.30  -39.87  -38.01  -36.73  -36.02  -35.01  -35.63  -37.03  -38.60  -40.15  -40.80  -39.24  -38.25  -39.30  -40.80  -41.57  -41.66  -41.59  -39.84  -37.77  -38.15  -40.00  -40.72
   10.00  -54.95  -54.83  -55.93  -57.88  -58.22  -58.35  -58.90  -59.00  -57.77  -57.70  -56.65  -56.65  -57.51  -58.05  -58.54  -58.65  -58.78  -58.88  -58.90  -59.32  -59.81  -58.75  -58.32  -58.03
   20.00  -55.47  -54.80  -55.26  -54.01  -54.85  -55.48  -55.70  -56.40  -55.38  -56.24  -56.75  -57.20  -56.89  -56.24  -55.84  -55.79  -55.72  -56.05  -56.40  -56.41  -57.16  -57.59  -57.43  -57.55
   30.00  -57.85  -57.88  -58.12  -58.04  -57.57  -58.12  -57.44  -58.32  -58.95  -58.10  -57.74  -57.49  -57.62  -58.31  -58.21  -57.92  -58.40  -58.63  -58.64  -58.49  -58.64  -59.08  -58.98  -58.29
   50.00  -56.10  -56.50  -56.15  -57.08  -56.45  -56.80  -57.55  -56.56  -57.18  -58.04  -57.94  -58.41  -59.02  -59.17  -59.31  -59.62  -59.70  -59.80  -60.12  -60.18  -59.92  -59.94  -60.44  -61.12
   70.00  -56.01  -56.75  -57.05  -57.40  -58.12  -58.04  -58.81  -59.06  -58.76  -59.21  -59.29  -59.45  -59.48  -59.57  -59.97  -61.33  -62.42  -62.92  -63.01  -63.37  -63.70  -63.81  -63.55  -63.38
  100.00  -55.13  -55.48  -55.61  -55.28  -55.27  -55.74  -55.91  -57.40  -58.20  -58.65  -58.05  -58.08  -57.69  -57.87  -57.87  -58.01  -58.35  -59.17  -59.85  -60.50  -61.02  -61.51  -62.29  -62.61
  125.00  -53.62  -54.05  -55.11  -55.99  -56.37  -56.56  -56.63  -56.79  -57.47  -57.96  -57.88  -58.80  -60.03  -61.64  -63.25  -63.88  -64.09  -63.80  -63.23  -62.89  -62.69  -62.44  -62.54  -62.26
  150.00  -52.53  -52.49  -53.16  -53.99  -54.91  -55.42  -55.64  -55.96  -56.37  -56.81  -58.54  -60.51  -62.03  -62.73  -62.86  -62.48  -62.02  -61.40  -60.54  -59.82  -59.53  -59.42  -59.48  -59.77
  175.00  -51.34  -51.13  -51.56  -52.17  -52.92  -53.49  -54.14  -54.53  -54.80  -55.64  -57.59  -58.68  -58.80  -58.40  -58.16  -57.89  -57.09  -56.78  -57.12  -56.89  -56.44  -55.95  -55.50  -55.51
  200.00  -49.99  -49.88  -50.13  -50.38  -51.20  -51.60  -51.62  -51.76  -52.41  -53.12  -54.44  -54.49  -54.28  -54.29  -54.50  -54.53  -54.87  -55.15  -54.73  -53.98  -53.44  -53.44  -53.23  -53.46
  225.00  -49.52  -49.09  -48.88  -48.62  -48.88  -49.38  -49.17  -49.25  -49.62  -49.81  -50.58  -50.94  -51.20  -51.42  -51.89  -52.68  -52.69  -52.26  -51.68  -51.26  -51.19  -51.56  -51.78  -52.59
  250.00  -49.58  -49.44  -48.64  -47.81  -47.22  -47.35  -46.97  -46.73  -46.70  -47.01  -47.13  -47.56  -48.48  -49.14  -49.52  -49.59  -49.25  -48.96  -48.96  -49.10  -49.17  -49.29  -49.08  -49.31
  300.00  -49.00  -48.30  -47.59  -46.65  -45.23  -44.28  -43.51  -42.47  -41.87  -41.45  -40.62  -40.87  -41.56  -41.81  -41.79  -41.92  -42.25  -42.58  -42.95  -43.26  -43.30  -42.91  -42.12  -41.57
