#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -17.35  -16.78  -16.17  -16.12  -16.13  -15.53  -15.41  -16.32  -16.17  -15.65  -13.85  -13.25  -13.13  -12.86  -12.49  -11.71  -12.39  -12.98  -12.84  -11.94  -11.35  -11.88  -10.44  -11.85
    2.00  -24.80  -25.68  -26.22  -27.41  -27.55  -27.62  -28.10  -28.14  -27.79  -27.00  -26.35  -25.41  -24.78  -24.19  -24.65  -24.55  -25.47  -26.18  -25.65  -25.37  -24.35  -24.51  -24.35  -25.27
    3.00  -29.91  -31.18  -32.59  -33.38  -34.43  -34.57  -33.62  -34.81  -35.92  -36.51  -36.54  -35.97  -35.84  -34.77  -33.99  -32.49  -31.86  -31.44  -31.35  -31.63  -31.53  -30.92  -32.45  -32.52
   10.00  -53.82  -53.21  -53.80  -53.76  -53.70  -53.68  -52.77  -52.83  -53.62  -54.12  -53.92  -54.40  -54.14  -54.15  -53.03  -52.37  -53.69  -53.35  -53.09  -52.93  -52.13  -51.67  -52.58  -53.61
   20.00  -59.99  -59.85  -59.47  -59.26  -59.90  -60.50  -60.12  -59.41  -59.00  -59.07  -59.85  -59.54  -59.18  -58.98  -59.40  -59.58  -58.86  -58.93  -59.95  -60.23  -59.88  -59.71  -59.35  -59.50
   30.00  -60.56  -61.10  -61.05  -60.78  -60.71  -60.96  -61.47  -61.82  -61.90  -61.36  -60.82  -60.71  -60.86  -61.12  -61.26  -61.59  -61.76  -60.80  -60.67  -61.23  -61.53  -61.27  -60.86  -60.66
   50.00  -60.95  -60.93  -61.35  -61.58  -61.74  -62.11  -62.42  -62.78  -62.83  -62.68  -62.10  -61.79  -61.73  -61.69  -61.91  -62.15  -62.76  -63.27  -62.85  -62.63  -62.76  -62.84  -63.00  -62.84
   70.00  -62.83  -62.61  -62.48  -62.89  -63.07  -63.15  -63.24  -63.27  -63.51  -63.38  -63.09  -63.13  -63.32  -63.52  -63.66  -63.28  -62.73  -63.03  -63.47  -62.95  -62.76  -62.90  -63.37  -63.78
  100.00  -61.40  -61.65  -61.76  -62.00  -62.23  -61.95  -61.59  -61.38  -61.27  -61.57  -61.56  -61.43  -61.43  -61.59  -61.84  -62.13  -62.07  -61.73  -61.97  -62.33  -62.19  -62.11  -61.90  -62.64
  125.00  -59.62  -59.65  -59.79  -60.00  -60.44  -60.62  -60.45  -60.10  -59.53  -59.11  -59.09  -58.90  -58.62  -58.44  -58.51  -59.10  -59.88  -60.10  -60.28  -60.76  -60.74  -60.62  -60.22  -60.26
  150.00  -57.76  -58.08  -58.03  -57.87  -57.80  -57.84  -57.75  -57.73  -57.44  -57.19  -56.85  -57.11  -57.36  -57.43  -57.27  -57.12  -57.59  -58.32  -58.26  -58.43  -58.95  -58.94  -58.52  -57.86
  175.00  -54.81  -55.04  -55.16  -55.08  -55.15  -55.54  -55.76  -56.10  -56.39  -56.58  -56.42  -56.64  -56.82  -57.17  -57.57  -57.68  -57.94  -58.44  -58.58  -58.13  -57.85  -58.15  -59.46  -59.42
  200.00  -53.67  -53.39  -53.68  -53.68  -53.61  -54.08  -54.78  -55.50  -56.19  -56.54  -56.62  -56.88  -57.12  -57.55  -58.23  -58.62  -58.80  -58.91  -59.55  -60.20  -60.08  -59.52  -59.79  -60.43
  225.00  -54.07  -53.75  -53.60  -54.16  -54.34  -54.32  -55.04  -55.59  -55.95  -56.46  -57.94  -59.50  -60.21  -60.27  -60.48  -60.78  -60.79  -60.42  -59.77  -59.45  -59.42  -59.29  -59.21  -58.57
  250.00  -54.40  -54.39  -54.35  -54.47  -54.78  -54.93  -55.15  -55.66  -56.22  -56.71  -57.46  -57.54  -57.58  -57.67  -57.99  -58.07  -57.91  -58.06  -58.10  -57.90  -57.61  -57.31  -57.32  -56.68
  300.00  -48.79  -49.09  -49.61  -50.17  -50.65  -50.90  -50.84  -50.67  -50.37  -50.19  -50.11  -49.69  -49.19  -48.88  -48.59  -48.46  -48.64  -48.74  -48.75  -48.80  -48.87  -48.98  -48.80  -48.71
  350.00  -43.35  -43.14  -42.80  -42.64  -42.78  -42.97  -42.99  -42.86  -42.68  -42.44  -42.10  -41.78  -41.56  -41.43  -41.23  -40.86  -40.44  -40.20  -40.17  -40.06  -39.87  -39.65  -39.53  -39.60
  400.00  -35.60  -35.91  -35.99  -35.65  -35.19  -35.03  -35.09  -35.10  -34.90  -34.62  -34.28  -34.08  -33.91  -33.69  -33.42  -33.21  -33.01  -32.77  -32.55  -32.40  -32.19  -31.88  -31.62  -31.28
  450.00  -28.38  -28.53  -28.75  -28.86  -28.81  -28.70  -28.53  -28.31  -28.12  -27.85  -27.34  -26.86  -26.66  -26.49  -26.26  -26.00  -25.75  -25.61  -25.55  -25.59  -25.59  -25.38  -25.02  -24.39
  500.00  -22.09  -22.02  -22.01  -22.06  -22.08  -22.07  -21.99  -21.81  -21.56  -21.32  -21.39  -21.05  -20.73  -20.39  -20.08  -19.84  -19.62  -19.48  -19.38  -19.30  -19.35  -19.38  -19.29  -18.78
  550.00  -16.44  -16.27  -16.14  -16.07  -16.00  -15.90  -15.84  -15.72  -15.56  -15.43  -15.29  -15.16  -15.07  -14.89  -14.64  -14.37  -14.12  -13.96  -13.87  -13.75  -13.68  -13.73  -13.66  -13.54
  600.00  -11.99  -11.65  -11.31  -11.23  -11.25  -11.16  -11.07  -11.02  -10.98  -10.89  -10.28  -10.25  -10.21  -10.03   -9.83   -9.65   -9.45   -9.27   -9.09   -8.85   -8.72   -8.71   -8.24   -8.27
  650.00   -8.43   -8.13   -7.74   -7.46   -7.35   -7.13   -6.82   -6.63   -6.64   -6.66   -6.27   -6.21   -6.10   -5.92   -5.75   -5.68   -5.67   -5.61   -5.34   -4.91   -4.63   -4.62   -4.03   -3.90
  700.00   -5.48   -5.29   -5.02   -4.68   -4.52   -4.32   -3.93   -3.52   -3.41   -3.42   -2.91   -2.94   -2.89   -2.75   -2.71   -2.82   -3.01   -3.04   -2.69   -2.04   -1.59   -1.61   -1.07   -0.96
  750.00   -2.64   -2.57   -2.50   -2.37   -2.27   -2.16   -2.04   -1.78   -1.66   -1.56   -1.21   -1.32   -1.21   -0.96   -0.73   -0.60   -0.49   -0.46   -0.31    0.18    0.59    0.60    0.59    0.46
  775.00   -0.98   -1.00   -1.01   -0.98   -0.97   -0.91   -0.83   -0.72   -0.61   -0.47   -0.40   -0.39   -0.31   -0.04    0.26    0.47    0.40    0.28    0.49    1.04    1.38    1.51    1.11    0.90
  800.00    0.66    0.65    0.58    0.55    0.55    0.58    0.62    0.65    0.73    0.86    0.84    0.92    0.97    1.13    1.29    0.90    0.52    0.34    0.57    1.19    1.82    2.13    1.80    1.61
  825.00    1.98    1.99    1.95    2.01    2.04    2.05    1.98    1.99    2.04    2.16    2.31    2.33    2.33    2.38    1.89    1.48    1.52    1.57    1.75    1.66    1.83    2.38    2.36    2.38
  850.00    2.98    3.02    3.06    3.04    3.10    3.06    2.81    2.56    2.71    2.97    3.20    3.18    3.04    2.45    2.35    2.49    3.04    3.26    3.06    3.02    2.95    3.03    2.98    3.05
  875.00    4.44    4.36    4.23    4.18    4.07    3.91    3.84    3.68    3.56    3.47    2.89    2.76    2.22    2.31    2.55    3.02    3.59    4.02    4.28    4.30    4.18    4.17    3.68    3.63
  900.00    5.27    5.19    5.15    5.14    5.09    4.96    4.74    4.55    4.43    4.13    3.09    2.62    2.77    3.01    3.17    3.32    3.41    3.73    4.01    4.26    4.54    4.79    3.56    3.50
  925.00    5.53    5.05    4.37    4.03    3.60    3.48    3.46    3.50    3.29    3.27    2.87    3.36    3.93    4.48    4.89    4.99    5.10    5.19    5.14    5.20    5.36    5.49    3.93    4.02
  950.00    6.08    5.61    5.17    4.98    4.81    4.81    4.71    4.60    4.50    4.52    4.44    5.04    5.76    6.32    6.67    6.85    6.97    7.06    6.83    6.50    6.36    6.26    4.84    4.97
  975.00    7.68    7.18    6.69    6.46    6.25    6.24    6.09    5.95    5.77    5.77    5.65    6.25    6.93    7.58    8.01    8.19    8.31    8.36    8.22    8.09    8.05    8.05    6.40    6.35
 1000.00    9.11    8.61    8.13    7.91    7.70    7.71    7.59    7.43    7.22    7.20    7.03    7.60    8.28    8.93    9.35    9.54    9.66    9.73    9.58    9.46    9.43    9.43    7.81    7.76
