#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -12.70  -13.55  -14.05  -15.86  -17.38  -16.73  -13.73  -13.11  -14.77  -15.80  -15.76  -14.23  -13.12  -12.44  -11.28   -9.77   -8.75   -6.83   -4.64   -5.23   -7.55   -9.20   -9.04   -8.29
    2.00   -6.69   -9.06   -9.25   -8.96  -10.49  -13.26  -14.23  -12.66  -11.18  -11.00  -11.91  -11.60  -11.97  -12.31  -11.44   -9.78   -8.27   -6.78   -4.68   -3.78   -5.28   -7.80   -9.02   -8.12
    3.00  -13.88  -14.44  -15.27  -16.25  -16.47  -16.82  -17.94  -17.64  -15.70  -14.82  -15.32  -15.96  -15.53  -14.04  -14.01  -14.58  -14.77  -15.21  -14.70  -11.12   -9.00   -9.36  -11.70  -14.10
   10.00  -37.66  -38.54  -38.96  -38.28  -37.43  -37.30  -37.26  -37.35  -37.87  -38.38  -38.37  -37.42  -36.85  -37.22  -37.67  -37.47  -37.39  -36.56  -35.85  -35.51  -35.96  -37.02  -37.66  -38.16
   20.00  -47.57  -47.33  -46.97  -47.17  -47.08  -46.60  -46.80  -46.87  -47.13  -47.22  -47.87  -47.31  -46.46  -45.90  -45.24  -45.43  -45.64  -46.44  -47.04  -46.89  -46.63  -46.08  -46.16  -46.36
   30.00  -51.21  -52.00  -52.10  -52.14  -52.19  -52.02  -51.46  -51.44  -51.16  -50.48  -49.97  -50.69  -51.20  -51.41  -51.85  -52.16  -52.06  -51.89  -51.31  -51.24  -50.76  -50.12  -50.00  -49.92
   50.00  -55.75  -56.37  -57.00  -56.99  -56.88  -56.48  -56.66  -57.23  -57.61  -57.26  -55.91  -56.15  -56.37  -56.33  -56.08  -56.34  -56.99  -57.46  -57.20  -56.22  -56.24  -56.03  -55.60  -55.94
   70.00  -56.69  -57.32  -58.27  -58.64  -58.81  -58.70  -58.36  -58.11  -58.25  -58.74  -58.69  -58.56  -58.24  -57.75  -57.78  -57.73  -57.82  -57.99  -59.07  -59.47  -59.39  -59.61  -59.05  -59.25
  100.00  -57.79  -57.41  -57.32  -57.42  -57.55  -58.04  -58.51  -58.70  -58.70  -58.77  -58.93  -58.66  -58.47  -58.54  -58.69  -58.81  -58.94  -58.66  -58.56  -59.37  -60.07  -60.59  -60.91  -61.54
  125.00  -56.79  -56.46  -56.41  -56.63  -56.59  -56.77  -57.04  -57.19  -57.37  -57.66  -57.58  -57.88  -57.95  -58.03  -58.24  -58.55  -58.81  -58.99  -58.89  -59.20  -59.62  -60.06  -60.70  -61.24
  150.00  -54.41  -54.22  -54.10  -54.23  -54.14  -53.92  -53.83  -53.82  -53.78  -53.85  -53.90  -54.29  -54.65  -54.97  -55.40  -56.15  -56.86  -57.65  -58.01  -58.35  -58.87  -59.30  -59.45  -60.01
  175.00  -53.03  -52.97  -52.82  -53.06  -53.00  -52.61  -52.14  -51.84  -51.63  -51.60  -52.09  -52.48  -53.00  -53.66  -54.25  -54.96  -55.84  -57.04  -58.03  -58.56  -59.28  -60.00  -60.50  -60.78
  200.00  -52.46  -52.28  -52.00  -51.33  -50.59  -50.02  -49.45  -49.05  -48.83  -48.72  -49.16  -49.61  -50.27  -50.97  -51.71  -52.69  -53.76  -54.88  -55.71  -56.40  -56.85  -56.95  -57.05  -56.80
  225.00  -55.07  -53.84  -52.49  -51.11  -49.67  -48.58  -47.55  -46.63  -46.18  -46.14  -46.41  -46.86  -47.48  -48.15  -48.82  -49.35  -49.97  -50.79  -51.50  -51.71  -51.64  -51.53  -51.57  -51.75
