#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -19.19  -18.80  -17.68  -17.51  -18.32  -19.82  -20.84  -21.25  -19.31  -17.78  -16.90  -15.78  -15.87  -15.05  -14.58  -15.31  -15.69  -16.78  -17.05  -17.17  -17.51  -18.41  -17.79  -17.98
    2.00  -13.00  -14.37  -15.93  -16.48  -17.24  -16.83  -17.31  -18.36  -18.65  -17.64  -15.26  -14.00  -13.49  -12.59  -12.51  -10.55   -9.57   -9.46  -11.26  -13.56  -13.75  -12.41  -14.34  -15.15
    3.00  -16.85  -17.97  -19.47  -19.95  -21.45  -22.46  -23.25  -24.51  -25.37  -25.85  -25.75  -24.33  -23.09  -21.30  -21.57  -22.31  -21.91  -20.78  -20.08  -19.83  -20.27  -20.80  -21.36  -21.34
   10.00  -40.32  -40.02  -39.38  -40.17  -40.56  -40.92  -41.42  -41.56  -41.05  -40.27  -39.58  -39.33  -39.99  -39.87  -40.05  -40.83  -41.76  -42.27  -42.65  -43.04  -43.72  -44.27  -44.39  -44.88
   20.00  -52.90  -52.96  -52.89  -53.19  -53.46  -53.00  -52.14  -51.93  -51.66  -51.64  -52.36  -50.62  -49.52  -49.85  -50.22  -50.17  -50.55  -50.82  -50.12  -49.05  -47.92  -47.68  -47.95  -48.93
   30.00  -62.70  -62.91  -63.69  -64.45  -64.85  -64.84  -63.66  -62.79  -62.42  -62.05  -62.92  -62.74  -62.16  -60.80  -59.99  -59.26  -58.82  -59.03  -59.49  -59.86  -60.07  -59.94  -59.89  -59.71
   50.00  -71.20  -71.66  -72.11  -72.08  -71.88  -72.03  -72.53  -72.86  -72.74  -72.66  -71.49  -71.09  -70.89  -70.41  -69.82  -69.91  -70.29  -70.32  -70.59  -70.98  -70.83  -70.66  -70.84  -70.85
   70.00  -70.20  -70.05  -69.91  -69.85  -69.73  -69.70  -69.65  -69.70  -69.89  -70.14  -70.68  -70.93  -71.18  -71.56  -71.74  -71.32  -70.93  -70.79  -70.58  -70.42  -70.78  -70.47  -69.77  -69.59
  100.00  -67.87  -68.16  -68.19  -68.14  -68.18  -68.33  -68.63  -68.94  -68.89  -68.68  -68.19  -67.72  -67.65  -67.80  -68.31  -68.85  -69.17  -69.10  -68.83  -68.41  -67.83  -67.58  -67.84  -67.64
  125.00  -66.27  -66.11  -66.00  -66.05  -66.21  -66.15  -66.02  -66.03  -66.07  -65.89  -65.69  -65.41  -65.29  -64.79  -64.18  -63.86  -63.86  -63.83  -63.73  -63.77  -63.53  -62.94  -62.46  -62.41
  150.00  -69.87  -70.20  -70.27  -70.40  -70.66  -70.78  -70.89  -70.46  -69.71  -69.17  -68.69  -68.99  -69.36  -69.54  -69.45  -68.96  -68.32  -68.06  -67.98  -67.82  -67.93  -68.29  -68.71  -68.41
  175.00  -72.69  -72.40  -72.18  -72.09  -71.90  -71.56  -70.98  -71.06  -71.63  -71.72  -71.60  -71.41  -71.14  -70.90  -70.79  -70.76  -70.85  -70.96  -71.03  -71.04  -70.99  -70.90  -70.84  -70.82
  200.00  -65.90  -65.80  -65.65  -65.57  -65.59  -65.57  -65.56  -65.67  -65.33  -65.10  -64.78  -64.61  -64.41  -64.21  -64.14  -64.17  -64.18  -64.20  -64.21  -64.19  -64.18  -64.12  -63.89  -63.91
  225.00  -59.78  -59.60  -59.48  -59.28  -59.04  -58.97  -59.11  -59.04  -58.69  -58.51  -58.02  -57.89  -57.78  -57.71  -57.83  -57.90  -57.91  -57.87  -57.81  -57.78  -57.75  -57.71  -57.60  -57.61
