#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -14.19  -16.91  -18.74  -20.27  -22.17  -24.37  -24.80  -25.22  -27.14  -25.85  -22.24  -19.36  -18.72  -17.94  -18.97  -20.89  -22.52  -22.15  -22.28  -19.80  -17.76  -15.81  -13.90  -14.64
    2.00  -34.74  -35.45  -35.98  -36.95  -37.70  -37.88  -38.76  -39.01  -39.76  -41.57  -41.40  -40.98  -40.21  -38.68  -38.19  -38.32  -38.84  -39.75  -39.76  -39.83  -40.74  -41.24  -41.41  -40.95
    3.00  -52.40  -51.86  -50.61  -50.14  -49.36  -48.03  -47.21  -46.61  -46.35  -46.85  -48.40  -48.34  -48.95  -48.61  -48.77  -48.78  -49.51  -49.49  -49.30  -48.05  -47.86  -47.23  -47.89  -48.59
   10.00  -57.14  -56.38  -56.68  -56.65  -56.41  -57.36  -57.86  -57.65  -56.58  -56.09  -55.72  -54.88  -53.90  -53.10  -52.50  -52.29  -52.77  -53.46  -53.55  -53.43  -53.57  -53.72  -52.84  -52.82
   20.00  -52.49  -52.29  -52.29  -52.19  -52.23  -51.49  -51.03  -50.90  -51.17  -50.52  -49.54  -49.73  -49.43  -49.50  -49.96  -50.66  -50.83  -49.19  -48.96  -47.98  -47.96  -48.17  -49.37  -49.67
   30.00  -52.55  -52.66  -52.00  -51.02  -51.04  -50.98  -50.66  -50.32  -50.72  -51.47  -51.50  -51.27  -51.59  -51.79  -51.28  -50.92  -51.87  -51.83  -51.91  -51.91  -51.70  -51.32  -49.87  -49.85
   50.00  -54.02  -53.66  -53.95  -54.42  -54.47  -54.56  -54.92  -55.21  -55.05  -54.94  -55.09  -54.82  -54.60  -54.89  -55.89  -55.70  -54.88  -55.62  -55.74  -56.57  -56.69  -56.35  -55.65  -55.04
   70.00  -57.22  -56.96  -56.73  -56.55  -56.62  -56.65  -56.67  -56.85  -57.09  -57.07  -57.19  -57.47  -57.22  -56.40  -56.74  -57.86  -57.74  -57.14  -56.96  -56.72  -57.06  -57.66  -57.53  -57.21
  100.00  -58.40  -58.18  -57.97  -58.11  -58.44  -58.54  -58.05  -57.56  -57.75  -58.13  -58.22  -58.41  -58.83  -59.22  -58.76  -58.77  -59.38  -59.26  -59.35  -58.98  -58.88  -58.97  -59.16  -59.44
  125.00  -58.61  -58.91  -59.03  -58.84  -58.86  -59.04  -58.81  -58.38  -58.00  -57.79  -57.44  -57.16  -57.22  -58.45  -58.95  -58.53  -58.80  -59.32  -59.52  -59.92  -60.11  -60.12  -60.04  -61.00
