# 2012/08/23

1011.3	14.0	26.9	11.8	39.0	8.6	180.0	0.0	299.1	319.9	300.7
1010.0	25.0	24.7	14.2	52.0	10.1	212.4	1.2	297.1	321.5	298.8
1008.7	36.0	23.3	13.6	55.0	9.7	189.8	1.5	295.8	319.4	297.5
1007.5	46.0	23.1	14.2	57.0	10.1	192.0	1.6	295.7	320.3	297.4
1006.4	56.0	22.9	14.5	59.0	10.4	185.8	1.7	295.6	320.8	297.4
1005.4	65.0	22.7	14.7	61.0	10.5	180.6	1.8	295.4	321.0	297.3
1004.4	73.0	22.6	14.9	62.0	10.6	176.6	2.0	295.4	321.3	297.3
1003.4	83.0	22.5	15.1	63.0	10.8	173.5	2.1	295.4	321.7	297.3
1002.4	91.0	22.3	15.2	64.0	10.8	171.6	2.1	295.3	321.7	297.2
1001.4	100.0	22.2	15.2	64.0	10.9	170.2	2.2	295.3	321.8	297.2
1000.2	110.0	22.2	15.3	65.0	11.0	170.7	2.2	295.4	322.1	297.3
998.7	123.0	22.2	15.4	66.0	11.1	172.1	2.1	295.5	322.5	297.5
997.2	137.0	22.0	15.4	66.0	11.1	175.7	2.1	295.4	322.3	297.4
995.5	152.0	21.8	15.3	66.0	11.0	180.6	2.0	295.4	322.2	297.3
994.0	165.0	21.6	15.2	67.0	11.0	186.7	2.0	295.3	322.1	297.2
992.7	176.0	21.5	15.2	67.0	11.0	193.9	2.0	295.3	322.0	297.2
991.3	187.0	21.4	15.1	67.0	10.9	202.3	2.1	295.3	322.0	297.3
990.0	199.0	21.3	15.1	68.0	10.9	209.2	2.2	295.3	322.0	297.3
988.5	213.0	21.1	15.1	68.0	10.9	215.5	2.4	295.3	321.9	297.2
987.1	225.0	21.0	15.1	69.0	11.0	220.2	2.6	295.3	322.1	297.2
985.8	236.0	20.9	15.2	69.0	11.1	224.2	2.9	295.3	322.2	297.2
984.5	248.0	20.9	15.1	70.0	11.1	227.0	3.2	295.4	322.4	297.4
983.0	261.0	20.7	15.1	70.0	11.1	228.4	3.4	295.3	322.3	297.3
981.5	274.0	20.6	15.1	71.0	11.1	229.3	3.7	295.4	322.3	297.3
980.4	284.0	20.5	15.1	71.0	11.1	229.9	3.9	295.4	322.4	297.3
979.3	294.0	20.5	15.1	71.0	11.1	230.1	4.1	295.5	322.6	297.4
